,house_type,price,address,square,object_type,latitude,longitude,year_of_construction,building_type,rooms,sauna
1972,"Kerrostalo, 1959",965,"Naavakalliontie 4, Tapiola, Espoo",52.5,2h + k + p,60.17777615,24.79307406088921,1959.0,Kerrostalo,2,False
1973,"Kerrostalo, 1969",748,"Yläkartanonkuja 2 C, Soukka, Espoo",53.0,2h+k+kph+lp,60.1421409,24.6666914,1969.0,Kerrostalo,2,False
1974,"Kerrostalo, 1988",980,"Nikkarinkuja 2 B 36, Leppävaara, Espoo",61.0,2h,60.2226665,24.8155568,1988.0,Kerrostalo,2,False
1975,"Kerrostalo, 1970",715,"kaskilaaksontie 1, Soukka, Espoo",36.0,1h + k + p,60.13953225,24.661198107970293,1970.0,Kerrostalo,1,False
1976,Kerrostalo,1440,"Honkavaarankuja 1 K, Viherlaakso, Espoo",57.5,KALUSTETTU 2h + k + p,60.230013,24.7337345,,Kerrostalo,2,False
1977,"Rivitalo, 1980",1600,"Ristiniementie 40, Espoonlahti, Espoo",95.0,Kalustamaton 4h + avok + kph/s + wc + piha + autopaikka,60.14233405,24.656059050000003,1980.0,Rivitalo,4,True
1978,"Kerrostalo, 2002",907,"Nissinmäentie 7 E, Vanttila, Espoo",76.5,3h + keittiö + sauna,60.1812869,24.6171697,2002.0,Kerrostalo,3,True
1979,"Kerrostalo, 1967",1288,"Hauenkalliontie 12-14 G, Haukilahti, Espoo",69.0,3h+k+vh+lasitettu parveke,60.1612893,24.7580962,1967.0,Kerrostalo,3,True
1980,"Kerrostalo, 2011",929,"Valakuja 8, Espoon keskus, Espoo",44.0,2H+KK,60.20254625,24.658588616316177,2011.0,Kerrostalo,2,False
1981,"Kerrostalo, 1998",999,"Kala-Maija 3, Matinkylä, Espoo",46.5,2H+KK+S,60.1593647,24.739540270731567,1998.0,Kerrostalo,2,False
1982,"Kerrostalo, 2015",899,"Henttaan puistokatu 6 A, Suurpelto, Espoo",51.5,2h+kt,60.1882083,24.74195276772599,2015.0,Kerrostalo,2,False
1984,"Kerrostalo, 2020",973,"Uuno Kailaan katu 2 A, Vermonniitty, Espoo",63.5,3h + tupakeittiö,60.21277245,24.834759184764053,2020.0,Kerrostalo,3,False
1985,"Kerrostalo, 2018",750,"Reviisorinkatu 8, Espoon keskus, Espoo",31.5,1h + kt + kh + alkovi + lasitettu parveke,60.20568395,24.66719923562162,2018.0,Kerrostalo,1,True
1986,"Kerrostalo, 2021",949,"Kappelirinne 4 B, Niittykumpu, Espoo",45.0,2h+kt,60.1689751,24.7628429,2021.0,Kerrostalo,2,False
1987,"Kerrostalo, 2001",997,"NELIKKOTIE 2 A, Matinkylä, Espoo",50.5,2 H + K + S,60.1619618,24.7498391,2001.0,Kerrostalo,2,False
1988,"Kerrostalo, 2012",1100,"Adjutantinkatu 3 C, Mäkkylä, Espoo",60.0,2h+kk+s,60.2219895,24.8325206,2012.0,Kerrostalo,2,True
1989,"Kerrostalo, 2023",730,"Niittyportti 2, Niittykumpu, Espoo",24.5,1h + avok + kph + ransk.p.,60.1708303,24.7728183,2023.0,Kerrostalo,1,True
1990,Omakotitalo,2000,"Liittokuja 9, Espoon keskus, Espoo",160.0,6h + avok +2vh+kph+s+3wc+apukeittiö+autotalli,60.1992403,24.661002373534387,,Omakotitalo,6,True
1991,"Kerrostalo, 1979",799,"Tiistilänkuja 1, Matinkylä, Espoo",34.0,1H+KK,60.155498050000006,24.738241711459047,1979.0,Kerrostalo,1,False
1992,"Kerrostalo, 2022",869,"Niittykummuntie 12, Niittykumpu, Espoo",34.0,1H+KT,60.1673853,24.75411520311082,2022.0,Kerrostalo,1,False
1993,Kerrostalo,928,"Niittyportti 2, Niittykumpu, Espoo",46.0,2h + kt + s + p,60.1708303,24.7728183,,Kerrostalo,2,True
1994,"Kerrostalo, 2020",945,"Kuvastimentie 1 E, Olari, Espoo",51.5,2h+kk,60.1790461,24.7141861,2020.0,Kerrostalo,2,False
1995,"Kerrostalo, 1970",1108,"YLISTÖRMÄ 1 E, Olari, Espoo",73.5,3 H + K,60.1771642,24.738033,1970.0,Kerrostalo,3,False
1996,"Kerrostalo, 1965",859,"Kotkatie 6 A, Karakallio, Espoo",45.0,2h+k,60.2290148,24.7619614,1965.0,Kerrostalo,2,False
1997,"Kerrostalo, 1985",775,"Aallontaite 4 B, Kivenlahti, Espoo",66.5,3h + keittiö,60.1534687,24.6393486,1985.0,Kerrostalo,3,False
1998,"Kerrostalo, 1967",915,"Iivisniemenaukio 1 C, Kaitaa, Espoo",77.5,4h + keittiö,60.1480424,24.693029,1967.0,Kerrostalo,4,False
1999,"Kerrostalo, 1971",1249,"Alakartanontie 4 B, Soukka, Espoo",99.5,4h+k,60.1349115,24.6692921,1971.0,Kerrostalo,4,False
2000,"Luhtitalo, 2011",946,"Kuurinkallio 11 B, Kuurinniitty, Espoo",67.5,3h + keittokomero + sauna,60.197608,24.7034536,2011.0,Luhtitalo,3,True
2001,"Kerrostalo, 1997",950,"Komentajankatu 4 A 2, Perkkaa, Espoo",54.0,2 h + k + s + p,60.2169806,24.8218221,1997.0,Kerrostalo,2,True
2002,"Kerrostalo, 1972",895,"Aallonhuippu 9, Kivenlahti, Espoo",63.5,2H+K+P,60.1521886,24.64009925021224,1972.0,Kerrostalo,2,False
2003,"Kerrostalo, 1972",699,"Aallonhuippu 9, Kivenlahti, Espoo",39.5,1H+K,60.1521886,24.64009925021224,1972.0,Kerrostalo,1,False
2004,"Kerrostalo, 2010",995,"Klariksentie 1, Suurpelto, Espoo",63.5,2H+KK+S,60.18434955,24.74019986393776,2010.0,Kerrostalo,2,False
2005,"Kerrostalo, 2012",995,"Maakirjantie 2, Suurpelto, Espoo",60.0,2H+KK,60.18387475,24.743556839862023,2012.0,Kerrostalo,2,False
2006,"Kerrostalo, 2013",1090,"Piilipuuntie 3 C-E, Suurpelto, Espoo",65.5,3H+K,60.1858108,24.7397412,2013.0,Kerrostalo,3,False
2007,"Kerrostalo, 1972",1045,"Kirstinharju 11 K, Espoon keskus, Espoo",77.0,3h + k + p,60.2055472,24.6716009,1972.0,Kerrostalo,3,False
2008,"Kerrostalo, 2022",1060,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",56.5,2h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,2,False
2009,"Kerrostalo, 2022",865,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",35.5,2h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,2,False
2010,"Kerrostalo, 2022",820,"Niittyportti 17 a 36, Niittykumpu, Espoo",31.5,2h + avok + p,60.1708567,24.7713148,2022.0,Kerrostalo,2,False
2011,"Kerrostalo, 2020",790,"Metsänpojankuja 7, Tapiola, Espoo",30.5,1h + avok,60.18585085,24.80335009127837,2020.0,Kerrostalo,1,False
2012,"Kerrostalo, 2015",915,"Taivalmäki 5 A, Niittykumpu, Espoo",41.0,2h+kt,60.169035,24.77239399723547,2015.0,Kerrostalo,2,False
2013,"Kerrostalo, 1967",973,"Hauenkalliontie 12-14 E, Haukilahti, Espoo",53.0,2h+k+lasitettu parveke,60.1612893,24.7580962,1967.0,Kerrostalo,2,True
2014,"Kerrostalo, 1995",908,"Merivirta 10 E, Kivenlahti, Espoo",72.5,3h + keittiö,60.1540657,24.6376492,1995.0,Kerrostalo,3,False
2015,"Kerrostalo, 2011",1510,"Linnatullinkatu 1, Leppävaara, Espoo",72.5,3h+kk+s,60.21887905,24.808307901899408,2011.0,Kerrostalo,3,True
2016,"Kerrostalo, 2000",909,"Ullantorpantie 1, Ymmersta, Espoo",46.0,2H+KK+S,60.2055182,24.70401769167017,2000.0,Kerrostalo,2,False
2017,"Kerrostalo, 1997",1247,"Nassakkakuja 4, Matinkylä, Espoo",65.5,3H+KT+S,60.15862805,24.730711694342126,1997.0,Kerrostalo,3,False
2018,"Kerrostalo, 1995",1200,"Kiltakuja 5, Espoon Keskus, Espoo",75.5,3h+k+s,60.20028575,24.654434950642028,1995.0,Kerrostalo,3,True
2019,"Kerrostalo, 2021",740,"Peuraniitty 1 E, Sepänkylä, Espoo",30.5,1h+kt,60.204458,24.7380923,2021.0,Kerrostalo,1,False
2020,"Kerrostalo, 2021",1055,"Reelinkikatu 5 A, Saunalahti, Espoo",53.0,3h+kt,60.16756795,24.62071416630525,2021.0,Kerrostalo,3,False
2021,"Kerrostalo, 2022",950,"Runoratsunkatu 17, Vermonniitty, Espoo",49.5,2H+KT,60.21434045,24.82954513843764,2022.0,Kerrostalo,2,False
2022,"Kerrostalo, 2022",803,"Runoratsunkatu 17, Vermonniitty, Espoo",37.0,1H+KT,60.21434045,24.82954513843764,2022.0,Kerrostalo,1,False
2023,"Kerrostalo, 2021",775,"Anna Sahlsténin katu 8, Vermonniitty, Espoo",36.0,1H+KT,60.2134498,24.827665990273864,2021.0,Kerrostalo,1,False
2024,"Kerrostalo, 2021",840,"Anna Sahlsténin katu 8, Vermonniitty, Espoo",37.0,2H+KT,60.2134498,24.827665990273864,2021.0,Kerrostalo,2,False
2025,"Kerrostalo, 2017",695,"Bassenkuja 1 C, Kauklahti, Espoo",24.0,1h+kt+kh+parvi,60.197945,24.6079715,2017.0,Kerrostalo,1,False
2026,"Kerrostalo, 2021",760,"Marinportti 3, Kivenlahti, Espoo",34.5,1h+kt+alk,60.1578929,24.6252911,2021.0,Kerrostalo,1,False
2027,"Kerrostalo, 1995",855,"Kiltakuja 1, Espoon Keskus, Espoo",65.0,2h+k+s,60.2000197,24.655176728785666,1995.0,Kerrostalo,2,True
2028,"Kerrostalo, 1995",1220,"Kiltakuja 1, Espoon Keskus, Espoo",82.5,3h+k+s,60.2000197,24.655176728785666,1995.0,Kerrostalo,3,True
2029,"Kerrostalo, 1995",1110,"Kiltakuja 1, Espoon Keskus, Espoo",73.5,3h+k+s,60.2000197,24.655176728785666,1995.0,Kerrostalo,3,True
2030,"Kerrostalo, 2021",752,"KOMENDANTINTIE 1 B, Mäkkylä, Espoo",23.0,1 H + KT,60.2225711,24.8300082,2021.0,Kerrostalo,1,False
2031,"Kerrostalo, 1994",879,"Eestintaival 3 D, Nöykkiö, Espoo",52.0,2h+kk+s,60.1688055,24.6757061,1994.0,Kerrostalo,2,True
2032,"Kerrostalo, 1970",875,"Matinkatu 8, Matinkylä, Espoo",43.0,2H+KK,60.15898065,24.747299317297625,1970.0,Kerrostalo,2,False
2033,"Kerrostalo, 1970",989,"Matinkatu 8, Matinkylä, Espoo",56.0,2H+K,60.15898065,24.747299317297625,1970.0,Kerrostalo,2,False
2034,Kerrostalo,925,"Rummunlyöjänkatu 11, Leppävaara, Espoo",42.0,2h + avok + s + p,60.21903215,24.80595829618237,,Kerrostalo,2,True
2035,"Kerrostalo, 2015",919,"Henttaan puistokatu 8 A, Suurpelto, Espoo",53.5,2h+kt,60.1885033,24.7420165,2015.0,Kerrostalo,2,False
2036,"Kerrostalo, 2023",1460,"Kuvastimentie 1 A 30, Olari, Espoo",80.5,4h + k + vh,60.1790461,24.7141861,2023.0,Kerrostalo,4,False
2037,"Kerrostalo, 1970",850,"Hansatie 2, Kauklahti, Espoo",63.0,2h + k + p,60.18750835,24.58907049999999,1970.0,Kerrostalo,2,False
2038,"Kerrostalo, 1961",1190,"Sateentie 4, Tapiola, Espoo",62.0,2h + avok + p,60.17366245,24.81166405,1961.0,Kerrostalo,2,False
2039,"Kerrostalo, 2008",1200,"Nelikkokuja 12, Matinkylä, Espoo",52.0,2h + kk + s + p,60.1607623,24.7413193144382,2008.0,Kerrostalo,2,True
2040,"Kerrostalo, 1972",899,"Everstinkuja 5 C 74, Leppävaara, Espoo",60.0,2h + avok + p,60.2129333,24.8224178,1972.0,Kerrostalo,2,False
2042,"Kerrostalo, 2011",917,"Asemakuja 1, Espoon keskus, Espoo",45.5,2H+KK,60.20443285,24.65972513135152,2011.0,Kerrostalo,2,False
2044,"Kerrostalo, 2022",1399,"Niittykummuntie 12, Niittykumpu, Espoo",68.0,3H+KT,60.1673853,24.75411520311082,2022.0,Kerrostalo,3,False
2045,"Kerrostalo, 2015",899,"Henttaan puistokatu 8 A, Suurpelto, Espoo",47.5,2h+kt,60.1885033,24.7420165,2015.0,Kerrostalo,2,False
2046,"Kerrostalo, 1973",1095,"Aalto 4 B, Kivenlahti, Espoo",81.5,3h+k,60.1500555,24.6392372,1973.0,Kerrostalo,3,False
2047,"Kerrostalo, 1979",1219,"Tiistilänkuja 1, Matinkylä, Espoo",74.5,3H+K,60.155498050000006,24.738241711459047,1979.0,Kerrostalo,3,False
2048,"Kerrostalo, 2023",800,"Laidunmaanraitti 8, Nöykkiö, Espoo",32.5,2h+kt+ph+p,60.1705376,24.6686303,2023.0,Kerrostalo,2,False
2049,"Kerrostalo, 2023",695,"Laidunmaanraitti 8, Nöykkiö, Espoo",28.0,1h+kt+p,60.1705376,24.6686303,2023.0,Kerrostalo,1,False
2050,"Kerrostalo, 2023",665,"Laidunmaanraitti 8, Nöykkiö, Espoo",26.0,1h+kt+p,60.1705376,24.6686303,2023.0,Kerrostalo,1,False
2051,"Kerrostalo, 2023",680,"Laidunmaanraitti 8, Nöykkiö, Espoo",26.0,1h+kt+p,60.1705376,24.6686303,2023.0,Kerrostalo,1,False
2052,"Kerrostalo, 2023",899,"Laidunmaanraitti 8, Nöykkiö, Espoo",42.0,2h+kt+p,60.1705376,24.6686303,2023.0,Kerrostalo,2,False
2053,"Kerrostalo, 2023",910,"Laidunmaanraitti 8, Nöykkiö, Espoo",42.0,2h+kt+p,60.1705376,24.6686303,2023.0,Kerrostalo,2,False
2054,"Kerrostalo, 2023",690,"Laidunmaanraitti 8, Nöykkiö, Espoo",28.0,1h+kt+p,60.1705376,24.6686303,2023.0,Kerrostalo,1,False
2055,"Kerrostalo, 2011",969,"Asemakuja 1, Espoon keskus, Espoo",56.0,2H+K,60.20443285,24.65972513135152,2011.0,Kerrostalo,2,False
2056,"Kerrostalo, 2021",1050,"Piispanportti 9 A, Olari/Matinkylä, Espoo",51.0,2h+k,60.1637972,24.7323606638758,2021.0,Kerrostalo,2,False
2057,"Kerrostalo, 2005",935,"Amiraalin puistotie 12 C, Espoonlahti, Espoo",51.5,2h + avok + s + p,60.1504367,24.6642215,2005.0,Kerrostalo,2,True
2058,"Kerrostalo, 2019",1050,"Jousenpuistonkatu 2 B, Tapiola, Espoo",50.5,2h + avok + s + p + vh,60.1738326,24.7803211,2019.0,Kerrostalo,2,True
2059,"Kerrostalo, 1973",780,"Kirstintie 16, Suvela, Espoo",51.5,2H+KH+KK,60.20280535,24.668753186007027,1973.0,Kerrostalo,2,False
2060,"Kerrostalo, 1995",1199,"Porarinkatu 8 A, Leppävaara, Espoo",70.5,3h+k+s,60.22461795,24.817238068963626,1995.0,Kerrostalo,3,True
2061,"Kerrostalo, 2023",1200,"Itätuulenkuja 10 A, Tapiola, Espoo",39.0,"2h, kt, et, kph, lasitettu parveke",60.173847,24.8018382,2023.0,Kerrostalo,2,True
2062,"Kerrostalo, 1967",910,"Hauenkalliontie 12-14 E, Haukilahti, Espoo",53.0,2h+k+lasitettu parveke,60.1612893,24.7580962,1967.0,Kerrostalo,2,True
2063,"Kerrostalo, 1976",899,"Kirstintie 28, Suvela, Espoo",54.5,2H+K,60.20508735,24.672558459651697,1976.0,Kerrostalo,2,False
2064,"Kerrostalo, 1978",859,"Tietäjäntie 3, Pohjois-Tapiola, Espoo",49.0,2H+KK,60.1885584,24.80226632940892,1978.0,Kerrostalo,2,False
2065,"Kerrostalo, 1979",928,"Tiistilänkuja 1, Matinkylä, Espoo",59.0,2H+K,60.155498050000006,24.738241711459047,1979.0,Kerrostalo,2,False
2066,"Luhtitalo, 1994",850,"Nokitontunkuja 2, Tontunmäki, Espoo",45.0,2h+kk+s,60.17509875,24.775698944837707,1994.0,Luhtitalo,2,True
2067,"Kerrostalo, 2021",787,"Runoratsunkatu 11, Vermonniitty, Espoo",32.0,1H+KT,60.2149683,24.82953268872581,2021.0,Kerrostalo,1,False
2068,"Kerrostalo, 2023",745,"Niittyportti 2, Niittykumpu, Espoo",26.5,1h + avok + lasitp,60.1708303,24.7728183,2023.0,Kerrostalo,1,True
2069,"Kerrostalo, 2020",758,"Suurpellon puistokatu 7 B, Suurpelto, Espoo",29.0,1h+kt,60.1844255,24.7442586,2020.0,Kerrostalo,1,False
2070,"Kerrostalo, 2019",1090,"Kaarlo Sarkian katu 8, Vermonniitty, Espoo",57.0,3h+kt,60.2141427,24.833649286196646,2019.0,Kerrostalo,3,False
2071,"Rivitalo, 1989",850,"Hansakallionkuja 8, Kauklahti, Espoo",47.0,2h + avok,60.189341,24.5910925,1989.0,Rivitalo,2,False
2072,"Kerrostalo, 1991",969,"Asemakuja 3, Espoon keskus, Espoo",54.5,2H+K,60.2051065,24.6604885,1991.0,Kerrostalo,2,False
2074,"Kerrostalo, 2022",690,"Nihtisillankuja 2 D, Kilo, Espoo",25.5,"1h, kk",60.2083782,24.7585469,2022.0,Kerrostalo,1,False
2075,"Kerrostalo, 2010",999,"Rummunlyöjänkatu 11 D, Leppävaara, Espoo",49.5,2h+kk+s,60.2180232,24.8055786,2010.0,Kerrostalo,2,True
2076,"Kerrostalo, 1967",670,"Karakalliontie 3, Karakallio, Espoo",33.0,1h + kk,60.2270578,24.76132941567692,1967.0,Kerrostalo,1,False
2077,"Kerrostalo, 1966",1800,"Haukilahdenranta 5, Haukilahti, Espoo",66.5,3h+k,60.15898245,24.770626778108333,1966.0,Kerrostalo,3,False
2078,"Kerrostalo, 1966",1500,"Haukilahdenranta 5, Haukilahti, Espoo",56.0,2h+k,60.15898245,24.770626778108333,1966.0,Kerrostalo,2,False
2079,"Kerrostalo, 1966",1600,"Haukilahdenranta 5, Haukilahti, Espoo",52.0,2h+k,60.15898245,24.770626778108333,1966.0,Kerrostalo,2,False
2080,"Kerrostalo, 1966",1800,"Haukilahdenranta 5, Haukilahti, Espoo",67.5,3h+k,60.15898245,24.770626778108333,1966.0,Kerrostalo,3,False
2081,"Kerrostalo, 1971",730,"Aallonhuippu 3, Espoonlahti, Espoo",37.0,1h + k + kph + alkovi,60.151229,24.6380757,1971.0,Kerrostalo,1,False
2082,"Kerrostalo, 2016",795,"Tietäjäntie 10 C, Tapiola, Espoo",25.0,1h+avok+kph+lasitettu p,60.1870389,24.8035717,2016.0,Kerrostalo,1,True
2084,"Kerrostalo, 2004",895,"Puntaritie 2, Matinkylä, Espoo",46.5,2H+KK+S,60.16139995,24.736209797539946,2004.0,Kerrostalo,2,False
2085,"Kerrostalo, 1965",845,"Keijumäki 6 D, Tapiola, Espoo",45.5,2h + kk + p,60.188739,24.8005554,1965.0,Kerrostalo,2,False
2086,"Kerrostalo, 1973",1500,"Maininkitie 12, Espoonlahti, Espoo",98.0,4h + k + p,60.1530925,24.6466613,1973.0,Kerrostalo,4,False
2087,"Kerrostalo, 2017",920,"Mestarinkatu 8, Leppävaara, Espoo",41.0,2h + kk + p,60.2230655,24.8176155,2017.0,Kerrostalo,2,False
2088,"Kerrostalo, 2015",840,"Eestinahde 4, Nöykkiö, Espoo",46.0,2h + avok + p,60.1687219,24.676497392438787,2015.0,Kerrostalo,2,False
2089,"Kerrostalo, 1973",450,"Satukuja 1, Matinkylä, Espoo",22.0,3h + k,60.1566428,24.7381845,1973.0,Kerrostalo,3,False
2090,"Kerrostalo, 2003",763,"Ullantorppa 2, Ymmersta, Espoo",48.5,2H+K,60.2051512,24.7076185694936,2003.0,Kerrostalo,2,False
2091,Kerrostalo,845,"Marinportti 5, Kivenlahti, Espoo",44.5,2h + avok + p,60.1578673,24.62588529642857,,Kerrostalo,2,False
2092,"Kerrostalo, 1997",845,"Vanha maantie 3, Leppävaara, Espoo",46.0,2h + avok + s + p,60.22118255,24.809102088709032,1997.0,Kerrostalo,2,True
2093,"Kerrostalo, 2023",1050,"Itätuulenkuja 10 A, Tapiola, Espoo",30.0,1h+kt,60.173847,24.8018382,2023.0,Kerrostalo,1,False
2094,"Kerrostalo, 2014",799,"Merikansantie 2, Espoo",51.0,2h + avok + p,60.14925805,24.663411077127293,2014.0,Kerrostalo,2,False
2095,"Kerrostalo, 1961",670,"Sateentie 4 A, Tapiola, Espoo",20.0,1h + avok + kph,60.1735783,24.8116841,1961.0,Kerrostalo,1,False
2096,Erillistalo,450,"Iirislahdenranta, Matinkylä, Espoo",12.0,5h + k + s + p,60.1588129,24.7590012,,Erillistalo,5,True
2097,"Kerrostalo, 1971",695,"Alakartanontie 4 A, Soukka, Espoo",38.5,1h+k,60.1363155,24.674533698257346,1971.0,Kerrostalo,1,False
2098,"Kerrostalo, 1974",770,"Ahventie 3 B, Haukilahti, Espoo",34.0,1k + k + kph + p,60.166247,24.7742325,1974.0,Kerrostalo,1,False
2099,"Kerrostalo, 2019",1039,"Uuno Kailaan katu 5, Vermonniitty, Espoo",52.5,2H+KT,60.2133712,24.83391541881463,2019.0,Kerrostalo,2,False
2100,"Kerrostalo, 2018",900,"Suurpellon puistokatu 14 E, Suurpelto, Espoo",48.5,2h+kt,60.1844255,24.7442586,2018.0,Kerrostalo,2,False
2101,"Kerrostalo, 1974",829,"Hansatie 4 A, Kauklahti, Espoo",52.5,2h+kk,60.18676715,24.58907130019869,1974.0,Kerrostalo,2,False
2102,"Kerrostalo, 2023",3400,"Mellstenintie 2, Haukilahti, Espoo",109.0,Kalustamaton 4h + k + s + p + 2 AUTOPAIKKAA,60.15717325,24.78296976455993,2023.0,Kerrostalo,4,True
2103,"Kerrostalo, 1971",1049,"Alakartanontie 4 B, Soukka, Espoo",81.0,3h+k,60.1349115,24.6692921,1971.0,Kerrostalo,3,False
2104,"Kerrostalo, 2017",1069,"Merituulentie 38 A, Niittykumpu, Espoo",52.0,2h+kt,60.17051815,24.762179669938423,2017.0,Kerrostalo,2,False
2105,"Kerrostalo, 2017",1069,"Merituulentie 38 A, Niittykumpu, Espoo",56.0,2h+kt,60.17051815,24.762179669938423,2017.0,Kerrostalo,2,False
2106,"Kerrostalo, 2017",999,"Merituulentie 38 A, Niittykumpu, Espoo",46.5,2h+kt,60.17051815,24.762179669938423,2017.0,Kerrostalo,2,False
2107,Kerrostalo,790,"Kummelivuorentie 15 A, Saunalahti, Espoo",41.5,2h + avok + p,60.16464575,24.619998,,Kerrostalo,2,False
2108,"Kerrostalo, 2018",921,"PYYNTITIE 1 C, Matinkylä, Espoo",37.0,1 H + KT + ALKOVI,60.1582057,24.736443,2018.0,Kerrostalo,1,False
2109,"Kerrostalo, 2019",1089,"Niittykatu 1 D, Niittykumpu, Espoo",50.5,2 H + KT + S,60.1680961,24.7597099,2019.0,Kerrostalo,2,False
2110,Kerrostalo,550,"Maininkitie 9 G, Kivenlahti, Espoo",38.0,"1 h, k, kph",60.1540251,24.6467971,,Kerrostalo,1,False
2111,"Kerrostalo, 2017",1250,"Puolikuu 2 C, Olari, Espoo",71.5,3h+avok+kph+e+2lasitettua parveketta,60.1731699,24.7276308,2017.0,Kerrostalo,3,True
2112,"Kerrostalo, 1975",839,"Kuunsäde 4 A, Olari, Espoo",65.0,2h + keittotila + parveke,60.1748933,24.7231464,1975.0,Kerrostalo,2,False
2113,"Kerrostalo, 2023",918,"Maakravunkuja 2 as, Espoonlahti, Espoo",47.5,2h+kt,60.1513919,24.6526234,2023.0,Kerrostalo,2,False
2114,"Kerrostalo, 2017",957,"Matinkallio 7 B, Matinkylä, Espoo",46.0,2h+kt,60.1641609,24.74706177583952,2017.0,Kerrostalo,2,False
2115,"Kerrostalo, 2021",750,"Peuraniitty 1 E, Sepänkylä, Espoo",30.5,1h+kt,60.204458,24.7380923,2021.0,Kerrostalo,1,False
2116,"Kerrostalo, 2016",1172,"Saunalahdenkatu 1 B, Saunalahti, Espoo",70.5,3h+kt,60.1683515,24.6191213,2016.0,Kerrostalo,3,False
2117,"Kerrostalo, 1963",938,"Ruutikellarintie 2 A, Leppävaara, Espoo",57.0,2h+k+kph+vh+lasit. p,60.2219672,24.8294233,1963.0,Kerrostalo,2,True
2118,Kerrostalo,720,"Timpurinkuja 3, Leppävaara, Espoo",36.0,1h + kk + p,60.2226941,24.8133313,,Kerrostalo,1,False
2119,"Kerrostalo, 1982",915,"Vallikuja 5, Leppävaara, Espoo",52.0,2h + kk + s + p,60.22761485,24.818533668622408,1982.0,Kerrostalo,2,True
2120,"Kerrostalo, 1971",1299,"Soukankaari 11 H, Soukka, Espoo",94.0,4h+k,60.1406215,24.6726976,1971.0,Kerrostalo,4,False
2121,"Kerrostalo, 1970",1250,"Matinraitti 7, Matinkylä, Espoo",45.0,2-3h+k+kph (yj. 2h+kk),60.1582076,24.74683438303298,1970.0,Kerrostalo,2,False
2122,"Kerrostalo, 2013",1159,"Elosalamantie 4 H, Tapiola, Espoo",48.5,2h+kk+s,60.1715973,24.8079586,2013.0,Kerrostalo,2,True
2123,"Kerrostalo, 2021",777,"Uuno Kailaan katu 4, Vermonniitty, Espoo",30.0,1H+KT,60.2130758,24.8328997,2021.0,Kerrostalo,1,False
2124,"Kerrostalo, 2003",1370,"Rauhalanpuisto 4, Matinkylä, Espoo",74.0,3H+KK+S,60.16416340000001,24.745037183629204,2003.0,Kerrostalo,3,False
2125,"Kerrostalo, 1977",850,"Leenankuja 3 A, Matinkylä, Espoo",59.5,2h+k+kph+vh+las.parveke.,60.1536619,24.7415053,1977.0,Kerrostalo,2,True
2126,"Kerrostalo, 1988",842,"Kukkaromäki 5 A, Muurala, Espoo",68.5,3h + keittiö,60.206157700000006,24.633432000000003,1988.0,Kerrostalo,3,False
2127,Kerrostalo,1370,"Aallonhuippu 3 E 47, Kivenlahti, Espoo",77.0,3h + k + p,60.1502669,24.6400326,,Kerrostalo,3,False
2129,"Kerrostalo, 2014",899,"Klariksentie 6, Suurpelto, Espoo",40.5,2H+KK,60.18272245,24.740938791924155,2014.0,Kerrostalo,2,False
2130,"Kerrostalo, 1994",879,"Tähtimötie 2 A, Rastaspuisto, Espoo",48.5,2h+kk+s,60.232146,24.7802152,1994.0,Kerrostalo,2,True
2131,"Kerrostalo, 1997",893,"Vanharaide 3 C, Kilo, Espoo",48.0,2h+kk,60.2174978,24.7824903,1997.0,Kerrostalo,2,False
2132,"Kerrostalo, 1966",959,"Elosalamantie 4 F, Tapiola, Espoo",44.5,2h+kk,60.1715973,24.8079586,1966.0,Kerrostalo,2,False
2133,"Kerrostalo, 1959",1099,"Jousenkaari 7 A, Tapiola, Espoo",60.5,3h+k,60.1750351,24.78774281239369,1959.0,Kerrostalo,3,False
2134,Kerrostalo,1631,"Kaisankuja 1, Mattby, Espoo",47.0,2h+ak+kph+wc+p,60.1576062,24.740146430340264,,Kerrostalo,2,False
2135,"Kerrostalo, 1999",2194,"Säterinkatu 7, Leppävaara, Espoo",61.0,3h+k+s+p,60.21422735,24.80977107067224,1999.0,Kerrostalo,3,True
2136,"Kerrostalo, 1967",1550,"Hauenkalliontie 12-14 G, Haukilahti, Espoo",69.0,3h+k+vh+lasitettu parveke,60.1612893,24.7580962,1967.0,Kerrostalo,3,True
2137,"Luhtitalo, 2016",720,"Pellaksenmäentie, 15, Espoo",28.0,1h + ak,60.2306349,24.69031149753277,2016.0,Luhtitalo,1,False
2138,"Kerrostalo, 1967",2500,"Hauenkalliontie 12-14 G, Haukilahti, Espoo",118.5,6h+k+vh+wc+lp,60.1612893,24.7580962,1967.0,Kerrostalo,6,False
2139,"Kerrostalo, 1967",1390,"Hauenkalliontie 12-14 G, Haukilahti, Espoo",90.5,4h+k+wc+lasitettu parveke,60.1612893,24.7580962,1967.0,Kerrostalo,4,True
2140,"Kerrostalo, 1969",799,"Soukanahde 4, Soukka, Espoo",28.0,1H+KK,60.14040865,24.674301515090505,1969.0,Kerrostalo,1,False
