Unnamed: 0,house_type,price,address,square,object_type,price_per_square,year_of_construction,building_type,rooms,sauna,latitude,longitude
1639,"Résidence étudiante, 2013",217277,"25 Quai Saint-Antoine, Lyon",52.4,1 pièce,4147,2013.0,Résidence étudiante,1,False,45.7156062,4.7510296
1640,"Maison individuelle, 2019",516095,"10 Rue de la République, Lyon",92.7,"4 pièces, parking",5567,2019.0,Maison individuelle,4,False,45.6976932,4.8249967
1641,"Maison individuelle, 1978",710111,"13 Rue de Marseille, Lyon",70.5,Studio,10072,1978.0,Maison individuelle,2,False,45.7232198,4.9428908
1642,"Maison de ville, 1975",532208,"17 Rue Pasteur, Lyon",104.0,"5 pièces, duplex",5117,1975.0,Maison de ville,5,False,45.8434931,4.7757803
1643,"Résidence de standing, 2006",413673,"4 Place Bellecour, Lyon",21.3,Studio,19421,2006.0,Résidence de standing,2,False,45.7101163,4.832544
1644,"Maison de ville, 2022",728143,"2 Rue Victor Hugo, Lyon",48.9,"3 pièces, ascenseur",14890,2022.0,Maison de ville,3,False,45.7327307,4.9216507
1645,"Maison individuelle, 2015",496783,"2 Rue Victor Hugo, Lyon",48.7,"2 pièces, balcon",10201,2015.0,Maison individuelle,2,False,45.8623268,4.8153907
1646,"Loft, 1986",552093,"10 Rue de la République, Lyon",69.2,4 pièces,7978,1986.0,Loft,4,False,45.7200826,4.7852264
1647,"Immeuble, 1992",486329,"4 Place Bellecour, Lyon",94.2,"3 pièces, terrasse",5163,1992.0,Immeuble,3,False,45.7412876,4.910427
1648,"Immeuble, 1983",751595,"13 Rue de Marseille, Lyon",44.4,"3 pièces, terrasse",16928,1983.0,Immeuble,3,False,45.7498169,4.9257529
1649,"Maison jumelée, 1984",516521,"8 Avenue Jean Jaurès, Lyon",29.8,1 pièce,17333,1984.0,Maison jumelée,1,False,45.7442125,4.7938099
1650,"Studio, 1987",698547,"27 Rue du Président Édouard Herriot, Lyon",67.7,"5 pièces, duplex",10318,1987.0,Studio,5,False,45.7930384,4.7771614
1651,"Maison individuelle, 1973",289401,"4 Place Bellecour, Lyon",39.2,"3 pièces, terrasse",7383,1973.0,Maison individuelle,3,False,45.8204079,4.7861143
1652,"Appartement, 2017",123110,"8 Avenue Jean Jaurès, Lyon",78.6,5 pièces,1566,2017.0,Appartement,5,False,45.8428581,4.7910579
1653,"Appartement, 2006",146034,"4 Place Bellecour, Lyon",33.8,5 pièces,4321,2006.0,Appartement,5,False,45.862537,4.8737494
1654,"Résidence de standing, 2014",332266,"25 Quai Saint-Antoine, Lyon",27.1,"5 pièces, duplex",12261,2014.0,Résidence de standing,5,False,45.7745588,4.9038134
1655,"Appartement, 2010",121331,"4 Place Bellecour, Lyon",98.3,"4 pièces, parking",1234,2010.0,Appartement,4,False,45.7459616,4.8939649
1656,"Résidence étudiante, 2022",747654,"25 Quai Saint-Antoine, Lyon",27.6,"2 pièces, balcon",27089,2022.0,Résidence étudiante,2,False,45.7347781,4.8015947
1657,"Studio, 1996",341263,"10 Rue de la République, Lyon",111.6,"5 pièces, duplex",3058,1996.0,Studio,5,False,45.8201928,4.7732156
1658,"Loft, 2017",361634,"13 Rue de Marseille, Lyon",90.2,"3 pièces, terrasse",4009,2017.0,Loft,3,False,45.8464553,4.8012439
1659,"Résidence de standing, 1975",718105,"4 Place Bellecour, Lyon",20.8,"3 pièces, terrasse",34524,1975.0,Résidence de standing,3,False,45.8353068,4.7876778
1660,"Appartement, 2012",158545,"10 Rue de la République, Lyon",68.0,"4 pièces, jardin",2332,2012.0,Appartement,4,False,45.7084878,4.9030472
1661,"Loft, 1982",546144,"2 Rue Victor Hugo, Lyon",87.6,Studio,6235,1982.0,Loft,3,False,45.7572995,4.9067332
1662,"Appartement, 1984",112865,"27 Rue du Président Édouard Herriot, Lyon",97.2,"3 pièces, ascenseur",1161,1984.0,Appartement,3,False,45.8570749,4.8554758
1663,"Immeuble, 2019",569220,"10 Rue de la République, Lyon",55.2,"2 pièces, balcon",10312,2019.0,Immeuble,2,False,45.779972,4.7948005
1664,"Penthouse, 2004",509364,"5 Rue Garibaldi, Lyon",87.7,"4 pièces, parking",5808,2004.0,Penthouse,4,False,45.7893307,4.9175662
1665,"Appartement, 2007",140943,"8 Avenue Jean Jaurès, Lyon",19.2,5 pièces,7341,2007.0,Appartement,5,False,45.7594254,4.8384653
1666,"Maison de ville, 2017",650646,"4 Place Bellecour, Lyon",71.4,1 pièce,9113,2017.0,Maison de ville,1,False,45.8314265,4.845257
1667,"Studio, 1978",305688,"27 Rue du Président Édouard Herriot, Lyon",106.2,"3 pièces, terrasse",2878,1978.0,Studio,3,False,45.7930884,4.76981
1668,"Maison jumelée, 1988",578876,"4 Place Bellecour, Lyon",25.5,1 pièce,22701,1988.0,Maison jumelée,1,False,45.7627862,4.9227794
1669,"Résidence étudiante, 1987",340988,"10 Rue de la République, Lyon",54.6,"3 pièces, ascenseur",6245,1987.0,Résidence étudiante,3,False,45.7278645,4.8143646
1670,"Penthouse, 1975",220539,"92 Quai Perrache, Lyon",38.6,1 pièce,5713,1975.0,Penthouse,1,False,45.7523668,4.8220274
1671,"Maison de ville, 2002",338629,"8 Avenue Jean Jaurès, Lyon",84.3,Studio,4017,2002.0,Maison de ville,2,False,45.7305536,4.8902597
1672,"Maison individuelle, 1991",543822,"8 Avenue Jean Jaurès, Lyon",72.3,"5 pièces, duplex",7522,1991.0,Maison individuelle,5,False,45.7632958,4.8768856
1673,"Loft, 2015",274208,"10 Rue de la République, Lyon",55.2,"3 pièces, terrasse",4968,2015.0,Loft,3,False,45.7573261,4.8307502
1674,"Immeuble, 1994",639628,"13 Rue de Marseille, Lyon",45.1,"4 pièces, jardin",14182,1994.0,Immeuble,4,False,45.8545929,4.8733263
1675,"Maison individuelle, 2005",434471,"10 Rue de la République, Lyon",74.5,4 pièces,5832,2005.0,Maison individuelle,4,False,45.6931351,4.8647004
1676,"Loft, 2001",431365,"8 Avenue Jean Jaurès, Lyon",83.0,"2 pièces, balcon",5197,2001.0,Loft,2,False,45.6927399,4.8003131
1677,"Studio, 1995",467639,"5 Rue Garibaldi, Lyon",20.4,3 pièces,22923,1995.0,Studio,3,False,45.7295789,4.7532343
1678,"Studio, 2023",721613,"25 Quai Saint-Antoine, Lyon",34.2,"5 pièces, duplex",21100,2023.0,Studio,5,False,45.7532359,4.7928883
1679,"Maison individuelle, 2003",420361,"5 Rue Garibaldi, Lyon",82.2,2 pièces,5114,2003.0,Maison individuelle,2,False,45.7602995,4.9381306
1680,"Immeuble, 1988",638523,"10 Rue de la République, Lyon",29.7,"3 pièces, ascenseur",21499,1988.0,Immeuble,3,False,45.8560995,4.7914998
1681,"Maison de ville, 2022",741780,"5 Rue Garibaldi, Lyon",45.1,"3 pièces, terrasse",16447,2022.0,Maison de ville,3,False,45.8338826,4.7859881
1682,"Immeuble, 2015",498027,"8 Avenue Jean Jaurès, Lyon",98.4,"2 pièces, balcon",5061,2015.0,Immeuble,2,False,45.8207536,4.755502
1683,"Résidence étudiante, 1993",290275,"17 Rue Pasteur, Lyon",65.3,"4 pièces, jardin",4445,1993.0,Résidence étudiante,4,False,45.8690624,4.9274036
1684,"Loft, 1999",224702,"4 Place Bellecour, Lyon",79.1,Studio,2841,1999.0,Loft,3,False,45.705448,4.784447
1685,"Immeuble, 1974",235330,"5 Rue Garibaldi, Lyon",80.9,"5 pièces, duplex",2909,1974.0,Immeuble,5,False,45.8437999,4.8600108
1686,"Maison individuelle, 2024",430736,"13 Rue de Marseille, Lyon",89.1,"3 pièces, terrasse",4834,2024.0,Maison individuelle,3,False,45.8406019,4.7757839
1687,"Maison individuelle, 2017",275463,"4 Place Bellecour, Lyon",60.5,1 pièce,4553,2017.0,Maison individuelle,1,False,45.838646,4.7548882
1688,"Résidence de standing, 1996",732312,"13 Rue de Marseille, Lyon",103.1,Studio,7103,1996.0,Résidence de standing,1,False,45.7348114,4.9445162
1689,"Penthouse, 2017",603865,"25 Quai Saint-Antoine, Lyon",110.2,"3 pièces, ascenseur",5480,2017.0,Penthouse,3,False,45.7282213,4.9327689
1690,"Loft, 1991",262570,"25 Quai Saint-Antoine, Lyon",85.0,"4 pièces, parking",3089,1991.0,Loft,4,False,45.8695381,4.7629722
1691,"Penthouse, 2024",685916,"10 Rue de la République, Lyon",70.4,3 pièces,9743,2024.0,Penthouse,3,False,45.7508582,4.7812442
1692,"Maison individuelle, 2020",390135,"2 Rue Victor Hugo, Lyon",34.4,1 pièce,11341,2020.0,Maison individuelle,1,False,45.776128,4.8507977
1693,"Appartement, 2020",123848,"92 Quai Perrache, Lyon",27.2,4 pièces,4553,2020.0,Appartement,4,False,45.8108698,4.9432563
1694,"Penthouse, 2006",479366,"92 Quai Perrache, Lyon",119.8,5 pièces,4001,2006.0,Penthouse,5,False,45.7424578,4.8929934
1695,"Résidence de standing, 1999",774147,"27 Rue du Président Édouard Herriot, Lyon",22.8,4 pièces,33954,1999.0,Résidence de standing,4,False,45.694804,4.8086812
1696,"Maison jumelée, 2010",211925,"27 Rue du Président Édouard Herriot, Lyon",63.0,3 pièces,3364,2010.0,Maison jumelée,3,False,45.7006289,4.9114406
1697,"Maison de ville, 1989",363474,"5 Rue Garibaldi, Lyon",114.5,1 pièce,3174,1989.0,Maison de ville,1,False,45.8520029,4.8473893
1698,"Loft, 1988",587925,"2 Rue Victor Hugo, Lyon",31.3,3 pièces,18784,1988.0,Loft,3,False,45.7467568,4.9026806
1699,"Maison de ville, 2021",394076,"25 Quai Saint-Antoine, Lyon",99.7,1 pièce,3953,2021.0,Maison de ville,1,False,45.7703623,4.8008444
1700,"Résidence de standing, 2004",380206,"5 Rue Garibaldi, Lyon",84.6,"4 pièces, jardin",4494,2004.0,Résidence de standing,4,False,45.760566,4.9087423
1701,"Maison jumelée, 2008",450047,"8 Avenue Jean Jaurès, Lyon",23.6,"3 pièces, terrasse",19070,2008.0,Maison jumelée,3,False,45.7065592,4.9454118
1702,"Appartement, 1987",146255,"4 Place Bellecour, Lyon",61.3,1 pièce,2386,1987.0,Appartement,1,False,45.7011865,4.9094551
1703,"Résidence étudiante, 2017",506366,"13 Rue de Marseille, Lyon",104.4,"2 pièces, balcon",4850,2017.0,Résidence étudiante,2,False,45.7316111,4.8477498
1704,"Résidence étudiante, 1994",741203,"10 Rue de la République, Lyon",112.9,1 pièce,6565,1994.0,Résidence étudiante,1,False,45.8502375,4.8145538
1705,"Maison de ville, 2009",266670,"27 Rue du Président Édouard Herriot, Lyon",90.9,"2 pièces, balcon",2934,2009.0,Maison de ville,2,False,45.8054621,4.8005952
1706,"Loft, 1985",606504,"17 Rue Pasteur, Lyon",115.7,"4 pièces, parking",5242,1985.0,Loft,4,False,45.7858815,4.7532754
1707,"Immeuble, 1998",421248,"5 Rue Garibaldi, Lyon",99.4,2 pièces,4238,1998.0,Immeuble,2,False,45.7768019,4.9083084
1708,"Résidence de standing, 2014",659658,"13 Rue de Marseille, Lyon",73.8,"2 pièces, balcon",8938,2014.0,Résidence de standing,2,False,45.753223,4.9346281
1709,"Appartement, 2004",127756,"2 Rue Victor Hugo, Lyon",89.1,"2 pièces, balcon",1434,2004.0,Appartement,2,False,45.7279038,4.7542681
1710,"Maison individuelle, 2012",677519,"4 Place Bellecour, Lyon",63.3,"4 pièces, parking",10703,2012.0,Maison individuelle,4,False,45.8389835,4.8812684
1711,"Appartement, 1981",123589,"25 Quai Saint-Antoine, Lyon",95.9,"4 pièces, jardin",1289,1981.0,Appartement,4,False,45.70112,4.8692019
1712,"Penthouse, 1986",241158,"25 Quai Saint-Antoine, Lyon",94.9,"4 pièces, parking",2541,1986.0,Penthouse,4,False,45.8215234,4.84464
1713,"Maison individuelle, 1982",621011,"5 Rue Garibaldi, Lyon",96.3,"4 pièces, jardin",6449,1982.0,Maison individuelle,4,False,45.8502234,4.7938926
1714,"Résidence de standing, 2001",751497,"27 Rue du Président Édouard Herriot, Lyon",105.5,"4 pièces, parking",7123,2001.0,Résidence de standing,4,False,45.6963812,4.9353505
1715,"Maison individuelle, 1978",439376,"17 Rue Pasteur, Lyon",92.4,"5 pièces, duplex",4755,1978.0,Maison individuelle,5,False,45.8546774,4.7548258
1716,"Résidence étudiante, 1989",390479,"4 Place Bellecour, Lyon",78.9,3 pièces,4949,1989.0,Résidence étudiante,3,False,45.7318372,4.8994034
1717,"Maison jumelée, 2023",266630,"92 Quai Perrache, Lyon",85.7,"3 pièces, terrasse",3111,2023.0,Maison jumelée,3,False,45.7966397,4.767329
1718,"Maison jumelée, 1994",571769,"5 Rue Garibaldi, Lyon",106.0,Studio,5394,1994.0,Maison jumelée,3,False,45.8102885,4.9372666
1719,"Maison individuelle, 2007",464367,"2 Rue Victor Hugo, Lyon",72.1,Studio,6441,2007.0,Maison individuelle,1,False,45.8652458,4.8496496
1720,"Immeuble, 1988",582169,"8 Avenue Jean Jaurès, Lyon",113.6,4 pièces,5125,1988.0,Immeuble,4,False,45.8238028,4.9026949
1721,"Maison de ville, 1996",295071,"5 Rue Garibaldi, Lyon",39.4,Studio,7489,1996.0,Maison de ville,3,False,45.813634,4.8096833
1722,"Résidence de standing, 2022",468772,"13 Rue de Marseille, Lyon",36.6,5 pièces,12808,2022.0,Résidence de standing,5,False,45.7865878,4.8785838
1723,"Studio, 2001",598985,"92 Quai Perrache, Lyon",75.0,2 pièces,7986,2001.0,Studio,2,False,45.7343463,4.9196656
1724,"Résidence étudiante, 2006",419884,"8 Avenue Jean Jaurès, Lyon",82.6,Studio,5083,2006.0,Résidence étudiante,2,False,45.8582877,4.80936
1725,"Studio, 1997",627284,"4 Place Bellecour, Lyon",74.9,"3 pièces, terrasse",8375,1997.0,Studio,3,False,45.7837757,4.7966287
1726,"Immeuble, 1977",612765,"13 Rue de Marseille, Lyon",97.0,"3 pièces, ascenseur",6317,1977.0,Immeuble,3,False,45.8658105,4.8765557
1727,"Maison jumelée, 1985",779253,"17 Rue Pasteur, Lyon",36.5,"3 pièces, ascenseur",21349,1985.0,Maison jumelée,3,False,45.8531885,4.7566949
1728,"Maison individuelle, 2000",462634,"27 Rue du Président Édouard Herriot, Lyon",65.9,3 pièces,7020,2000.0,Maison individuelle,3,False,45.8360121,4.884901
1729,"Studio, 2021",311326,"25 Quai Saint-Antoine, Lyon",118.0,"2 pièces, balcon",2638,2021.0,Studio,2,False,45.7623999,4.9150238
1730,"Maison jumelée, 1994",405149,"25 Quai Saint-Antoine, Lyon",38.3,"3 pièces, terrasse",10578,1994.0,Maison jumelée,3,False,45.8192947,4.8939572
1731,"Penthouse, 1976",485413,"17 Rue Pasteur, Lyon",113.0,5 pièces,4296,1976.0,Penthouse,5,False,45.8671835,4.8712486
1732,"Maison jumelée, 1990",272923,"27 Rue du Président Édouard Herriot, Lyon",100.2,"4 pièces, jardin",2724,1990.0,Maison jumelée,4,False,45.7036067,4.7571291
1733,"Appartement, 2017",101062,"10 Rue de la République, Lyon",88.8,1 pièce,1138,2017.0,Appartement,1,False,45.791657,4.7708843
1734,"Résidence étudiante, 2018",641036,"2 Rue Victor Hugo, Lyon",63.0,4 pièces,10175,2018.0,Résidence étudiante,4,False,45.8027324,4.9312058
1735,"Loft, 2007",235380,"5 Rue Garibaldi, Lyon",40.6,"3 pièces, ascenseur",5798,2007.0,Loft,3,False,45.7684812,4.9481601
1736,"Maison individuelle, 2002",466120,"92 Quai Perrache, Lyon",18.7,3 pièces,24926,2002.0,Maison individuelle,3,False,45.841913,4.9379424
1737,"Résidence de standing, 2014",300689,"92 Quai Perrache, Lyon",69.9,1 pièce,4302,2014.0,Résidence de standing,1,False,45.7975793,4.942992
1738,"Studio, 2001",236351,"2 Rue Victor Hugo, Lyon",113.6,5 pièces,2081,2001.0,Studio,5,False,45.8210394,4.9036323
1739,"Maison individuelle, 1977",601304,"2 Rue Victor Hugo, Lyon",108.2,1 pièce,5557,1977.0,Maison individuelle,1,False,45.700062,4.7794403
1740,"Maison jumelée, 2007",546319,"5 Rue Garibaldi, Lyon",53.9,"3 pièces, terrasse",10136,2007.0,Maison jumelée,3,False,45.8689587,4.77191
1741,"Penthouse, 2021",633789,"17 Rue Pasteur, Lyon",108.5,"5 pièces, duplex",5841,2021.0,Penthouse,5,False,45.8529057,4.7811877
1742,"Résidence étudiante, 2005",234041,"13 Rue de Marseille, Lyon",98.5,3 pièces,2376,2005.0,Résidence étudiante,3,False,45.7418187,4.8642736
1743,"Maison jumelée, 1998",218105,"92 Quai Perrache, Lyon",83.5,"2 pièces, balcon",2612,1998.0,Maison jumelée,2,False,45.7909801,4.7773277
1744,"Immeuble, 2007",447796,"13 Rue de Marseille, Lyon",111.4,"4 pièces, parking",4020,2007.0,Immeuble,4,False,45.7257086,4.8544284
1745,"Maison de ville, 1992",426761,"25 Quai Saint-Antoine, Lyon",36.2,1 pièce,11789,1992.0,Maison de ville,1,False,45.8097741,4.7515702
1746,"Maison de ville, 1987",626086,"92 Quai Perrache, Lyon",107.2,"2 pièces, balcon",5840,1987.0,Maison de ville,2,False,45.7240102,4.920678
1747,"Immeuble, 1972",710930,"5 Rue Garibaldi, Lyon",84.6,Studio,8403,1972.0,Immeuble,3,False,45.7222968,4.8083105
1748,"Maison jumelée, 1992",726120,"17 Rue Pasteur, Lyon",62.0,"5 pièces, duplex",11712,1992.0,Maison jumelée,5,False,45.7550425,4.9002679
1749,"Résidence étudiante, 1982",315802,"13 Rue de Marseille, Lyon",115.6,"3 pièces, ascenseur",2732,1982.0,Résidence étudiante,3,False,45.7471133,4.8966517
1750,"Immeuble, 1973",400489,"17 Rue Pasteur, Lyon",92.3,"4 pièces, parking",4339,1973.0,Immeuble,4,False,45.6953381,4.877286
1751,"Maison jumelée, 2011",788061,"13 Rue de Marseille, Lyon",63.6,"4 pièces, jardin",12391,2011.0,Maison jumelée,4,False,45.7115576,4.9436227
1752,"Immeuble, 1992",343292,"25 Quai Saint-Antoine, Lyon",100.1,2 pièces,3429,1992.0,Immeuble,2,False,45.7277588,4.7594005
1753,"Penthouse, 2010",350739,"4 Place Bellecour, Lyon",101.9,3 pièces,3442,2010.0,Penthouse,3,False,45.7188721,4.7513402
1754,"Studio, 1982",447628,"8 Avenue Jean Jaurès, Lyon",96.0,"4 pièces, parking",4663,1982.0,Studio,4,False,45.7023824,4.941764
1755,"Loft, 2016",441709,"92 Quai Perrache, Lyon",58.0,"3 pièces, terrasse",7616,2016.0,Loft,3,False,45.7299868,4.9367256
1756,"Résidence de standing, 2017",797801,"5 Rue Garibaldi, Lyon",32.5,"5 pièces, duplex",24548,2017.0,Résidence de standing,5,False,45.8246855,4.7664113
1757,"Loft, 2016",322790,"27 Rue du Président Édouard Herriot, Lyon",68.8,"2 pièces, balcon",4692,2016.0,Loft,2,False,45.7688389,4.7836181
1758,"Immeuble, 2006",288767,"92 Quai Perrache, Lyon",75.5,5 pièces,3825,2006.0,Immeuble,5,False,45.7452745,4.8437294
1759,"Résidence étudiante, 2015",406496,"2 Rue Victor Hugo, Lyon",55.6,4 pièces,7311,2015.0,Résidence étudiante,4,False,45.8673094,4.8767493
1760,"Maison de ville, 1988",245803,"4 Place Bellecour, Lyon",43.0,"5 pièces, duplex",5716,1988.0,Maison de ville,5,False,45.8286609,4.7521179
1761,"Loft, 2001",420781,"17 Rue Pasteur, Lyon",56.8,5 pièces,7408,2001.0,Loft,5,False,45.7847554,4.9195586
1762,"Maison jumelée, 1971",524990,"4 Place Bellecour, Lyon",45.5,"4 pièces, parking",11538,1971.0,Maison jumelée,4,False,45.8393261,4.8293362
1763,"Maison jumelée, 2019",511869,"92 Quai Perrache, Lyon",53.9,1 pièce,9497,2019.0,Maison jumelée,1,False,45.7654134,4.8771515
1764,"Penthouse, 1976",506467,"4 Place Bellecour, Lyon",48.4,4 pièces,10464,1976.0,Penthouse,4,False,45.8445503,4.9492076
1765,"Résidence de standing, 1994",404673,"4 Place Bellecour, Lyon",79.3,"3 pièces, ascenseur",5103,1994.0,Résidence de standing,3,False,45.7634177,4.9128856
1766,"Résidence de standing, 2002",566751,"13 Rue de Marseille, Lyon",90.1,"4 pièces, parking",6290,2002.0,Résidence de standing,4,False,45.8359392,4.7823251
1767,"Studio, 1985",562379,"5 Rue Garibaldi, Lyon",83.7,"4 pièces, jardin",6719,1985.0,Studio,4,False,45.8240469,4.8902326
1768,"Appartement, 2006",116469,"2 Rue Victor Hugo, Lyon",91.3,2 pièces,1276,2006.0,Appartement,2,False,45.8194061,4.8169855
1769,"Loft, 2013",277585,"25 Quai Saint-Antoine, Lyon",35.7,4 pièces,7775,2013.0,Loft,4,False,45.8493241,4.9141164
1770,"Maison de ville, 2003",782337,"17 Rue Pasteur, Lyon",47.0,5 pièces,16645,2003.0,Maison de ville,5,False,45.6993659,4.7535212
1771,"Maison jumelée, 1974",511304,"4 Place Bellecour, Lyon",100.7,1 pièce,5077,1974.0,Maison jumelée,1,False,45.837418,4.7697991
1772,"Loft, 2013",449882,"17 Rue Pasteur, Lyon",75.7,"4 pièces, jardin",5943,2013.0,Loft,4,False,45.8368424,4.8717269
1773,"Résidence étudiante, 2003",404565,"5 Rue Garibaldi, Lyon",76.1,"2 pièces, balcon",5316,2003.0,Résidence étudiante,2,False,45.7927664,4.8261636
1774,"Studio, 1986",607371,"4 Place Bellecour, Lyon",100.5,3 pièces,6043,1986.0,Studio,3,False,45.8178263,4.8171582
1775,"Loft, 1999",283457,"10 Rue de la République, Lyon",95.7,Studio,2962,1999.0,Loft,1,False,45.7450758,4.8290377
1776,"Appartement, 1981",114341,"8 Avenue Jean Jaurès, Lyon",34.7,5 pièces,3295,1981.0,Appartement,5,False,45.7602762,4.7903358
1777,"Maison jumelée, 2009",257351,"8 Avenue Jean Jaurès, Lyon",64.9,"3 pièces, ascenseur",3965,2009.0,Maison jumelée,3,False,45.7359676,4.7913136
1778,"Résidence de standing, 1982",662105,"17 Rue Pasteur, Lyon",98.8,"2 pièces, balcon",6701,1982.0,Résidence de standing,2,False,45.7458704,4.8908458
1779,"Studio, 2001",528670,"13 Rue de Marseille, Lyon",117.1,Studio,4515,2001.0,Studio,2,False,45.7079158,4.9079833
1780,"Résidence étudiante, 1977",519395,"25 Quai Saint-Antoine, Lyon",86.1,"4 pièces, jardin",6032,1977.0,Résidence étudiante,4,False,45.8658563,4.861386
1781,"Penthouse, 1997",781420,"27 Rue du Président Édouard Herriot, Lyon",89.7,"5 pièces, duplex",8711,1997.0,Penthouse,5,False,45.8631046,4.7538715
1782,"Loft, 1988",311010,"8 Avenue Jean Jaurès, Lyon",18.3,3 pièces,16995,1988.0,Loft,3,False,45.7483864,4.7965393
1783,"Maison de ville, 1989",345431,"17 Rue Pasteur, Lyon",78.4,1 pièce,4406,1989.0,Maison de ville,1,False,45.8166899,4.8831502
1784,"Immeuble, 1986",729539,"17 Rue Pasteur, Lyon",20.2,"4 pièces, jardin",36116,1986.0,Immeuble,4,False,45.7698533,4.79318
1785,"Maison jumelée, 2010",601332,"17 Rue Pasteur, Lyon",82.3,"4 pièces, parking",7307,2010.0,Maison jumelée,4,False,45.8675097,4.819413
1786,"Loft, 1975",595355,"2 Rue Victor Hugo, Lyon",31.9,"5 pièces, duplex",18663,1975.0,Loft,5,False,45.7651656,4.900175
1787,"Maison individuelle, 2010",383123,"4 Place Bellecour, Lyon",62.0,1 pièce,6179,2010.0,Maison individuelle,1,False,45.7690881,4.8599569
1788,"Résidence étudiante, 1973",343630,"8 Avenue Jean Jaurès, Lyon",113.3,1 pièce,3033,1973.0,Résidence étudiante,1,False,45.7682417,4.7659129
